"","","","","","Page 3","","","","","","","","","",""
"","","Udunuwara","","","","","","1","5","","","","","1",""
"","","Delthota","","","","","","1","4","","","","","1",""
"","","Madadumbara","","","","","","1","3","","","","","1",""
"","","","2020.05.19","","","","","","","","","","","",""
"","","Udapalatha","","","","","","1","6","","","","","1",""
"","","Pasbage Korale","","","","","","99","443","","","","","",""
"","","Gangawata Korale","","","","","","1","2","","","","","1",""
"","","Haripatthuwa","","","","","","2","8","","","","","2",""
"","","Pasbagekorale","","","","","","8","35","","","","","3",""
"","","Gangawatakorale","","","","","","1","3","","","","","1",""
"","","Ududumbara","","","","","","8","31","","","","","5",""
"","","High Wind/","2020.05.20","","","","","","","","","","","",""
"","මහනුවර","Gangaihala korale","","","","","","2","7","","","","","2",""
"","4","Heavy Rain/","","","","","","","","","","","","",""
"","fz;b      Kandy","Yatinuwara","","","","","","1","4","","","","","1",""
"","","Cutting Failure","","","","","","","","","","","","",""
"","","Minipe","","","","","","13","49","","","","","13",""
"","","Udapalatha","","","","","","2","9","","","","","2",""
"","","Madadumbara","","","","","","2","8","","","","","2",""
"","","Haripatthuwa","","","","","","2","9","","","","","2",""
"","","Paathadumbara","","","","","","1","2","","","","","1",""
"","","Thumpane","","","","","","1","4","","","","","1",""
"","","","2020.05.21","","","","","","","","","","","",""
"","","Yatinuwara","","","","","","1","5","","","","","1",""
"","","Poojapitiya","","","","","","1","5","","","","","",""
"","","Udunuwara","","","","","","1","4","","","","","1",""
"මධ්‍යම පලොත","","Akurana","","","","","","2","11","","","","","2",""
"kj;jpa khfhzk;","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","0","0","0","0","0","152","657","0","0","0","0","44","0"
"Central","","","","","","","","","","","","","","",""
"","","Walapane","","","","1","5","2","9","","","","","2",""
"","නුවරඑලිය","Nuwaraeliya","","","","179","761","179","761","","","","","177",""
"","","Flood and","","","","","","","","","","","","",""
"","5
Etnuypah","","2020.05.19","","","","","","","","","","","",""
"","","Landslide","","","","","","","","","","","","",""
"","Nuwara Eliya","Kothmale","","","","2","5","6","18","","","","","4",""
"","","Ambagamuwa","","","","","","98","339","","","","","98",""
"","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","0","0","0","182","771","285","1127","0","0","0","0","281","0"
"","","Pallepola","","","","","","2","6","","","","","2",""
"","","Laggala","","","","","","47","156","","","","","39",""
"","","raththota","","","","","","3","10","","","","","3",""
"","","","2020.05.19","","","","","","","","","","","",""
"","","Galewela","","","","","","5","18","","","","","5",""
"","","Naula","","","","","","2","12","","","","","2",""
"","මොතනල්","","","","","","","","","","","","","",""
"","6
khj;jis","High Wind
Abanganga","","","","","","2","6","","","","","2",""
"","Matale","","","","","","","","","","","","","",""
"","","Dambulla","2020.05.20","","","","","11","35","","","","","11",""
"","","Galewela","","","","","","3","16","","","","","3",""
"","","Laggala","","","","","","19","62","","","","","19",""
"","","Laggala","","","","","","3","7","","","","","3",""
"","","","2020.05.21","","","","","","","","","","","",""
"","","Yatawatta","","","","","","2","10","","","","","2",""
"","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","0","0","0","0","0","99","338","0","0","0","0","91","0"
"","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","0","0","0","182","771","536","2122","0","0","0","0","416","0"
"","පුත්තලම","","","","","","","","","","","","","",""
"වයඹ පලොත/","7","Wanathavilliuwa
High wind","2020.05.20","","","","","2","6","","","","","",""
"tlNky;","Gj;jsk  Puttalam","","","","","","","","","","","","","",""
"khfhzk;    North","","","","","","","","","","","","","","",""
"","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","0","0","0","0","0","2","6","0","0","0","0","0","0"
"Western","","","","","","","","","","","","","","",""
"","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","0","0","0","0","0","2","6","0","0","0","0","0","0"
"","","Uvaparanagama
Tree fallan","","","","","","2","10","","","","","2",""
"","","Badulla","","","","","","1","3","","","","","1",""
"","බදුල්ල","","2020.05.19","","","","","","","","","","","",""
"","","Kandaketiya","","","","","","1","2","","","","","1",""
"","8
gJs;is","","","","","","","","","","","","","",""
"","","Ella","","","","","","2","6","","","","","2",""
"","Badulla","High Wind","","","","","","","","","","","","",""
"","","Meegahakiula","","","","","","2","6","","","","","3",""
"","","Uvaparanagama","","","","","","2","9","","","","","2",""
"ඌව Cth","","","2020.05.20","","","","","","","","","","","",""
"khfhzk; Uva","","Lunugala","","","","","","1","5","","","","","1",""
"","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","0","0","0","0","0","11","41","0","0","0","0","12","0"
"","නමො රොගල","Wallawaya","","","","","","","","","","","","7",""
"9","nkhdwhfiy","High Wind
Butthala","2020.05.19","","","","","","","","","","","4",""
"","Moneragala","Thanamalwila","","","","","","","","","","","1","9",""
"","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","0","0","0","0","0","0","0","0","0","0","1","20","0"
"","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","0","0","0","0","0","11","41","0","0","0","1","32","0"
"","මුලතිව්","Mulaitivu","2020.05.20","","","","","2","6","","","","","2",""
"","10
Ky;iyj;jPT","High wind
Maritimepattu","","","","","","2","7","","","","","2",""
"","","","2020.05.21","","","","","","","","","","","",""
"","Mulaitivu","Puthukudiyiruppu","","","","","","1","3","","","","","1",""
"","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","0","0","0","0","0","5","16","0","0","0","0","5","0"
