"","Weather Forecast for Main Cities","","","","2024-08-20"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","34","26","90","65","Showers or thundershowers after 2.00p.m"
"Batticaloa","33","26","90","65","Showers or thundershowers after 2.00p.m"
"Colombo","29","27","95","80","Showers or thundershowers at times"
"Galle","29","27","95","80","Showers or thundershowers at times"
"Jaffna","32","28","80","70","Showers or thundershowers are likely after 2.00p.m"
"Kandy","30","22","95","80","Showers or thundershowers at times"
"Nuwara-Eliya","20","16","95","80","Showers or thundershowers at times"
"Ratnapura","31","24","95","75","Showers or thundershowers at times"
"Trincomalee","32","26","90","65","Showers or thundershowers after 2.00p.m"
"Mannar","31","28","90","75","Showers or thundershowers after 2.00p.m"
