"","","","","during the evening"
"","","","","or night."
"","","","Several spells of",""
"","","S","","Showers or"
"","","howers at times","showers",""
"","","","","thundershowers"
"","Monaragala","","",""
"","","","","during the evening"
"","","","","or night."
"Uva","","","",""
"","","","Several spells of",""
"","","S","","Showers or"
"","","howers at times","showers",""
"","","","","thundershowers"
"","Badulla","","",""
"","","","","during the evening"
"","","","","or night."
"","","Showers or","Showers at times",""
"","","","","Showers or"
"","","thundershowers at","",""
"","","","","thundershowers"
"","Kurunegala","times ;Fairly heavy","",""
"","","","","during the evening"
"","","rainfall above 100 mm","",""
"","","","","or night."
"","","at some places","",""
"North-western","","","",""
"","","Showers or","Showers at times",""
"","","","","Showers or"
"","","thundershowers at","",""
"","","","","thundershowers"
"","Puttalam","times ;Fairly heavy","",""
"","","","","during the evening"
"","","rainfall above 100 mm","",""
"","","","","or night."
"","","at some places","",""
"","","","Showers at times","Showers or"
"","","S
howers at times","","thundershowers"
"","Kandy","","",""
"","","","","during the evening"
"","","","","or night."
"","","","Showers at times","Showers or"
"","","S
howers at times","","thundershowers"
"","Nuwara-Eliya","","",""
"Central","","","","during the evening"
"","","","","or night."
"","","Showers or","",""
"","","thundershowers at","",""
"","","","","Several spells of"
"","Matale","times ;Fairly heavy","Showers at times",""
"","","","","showers"
"","","rainfall above 100 mm","",""
