"","","විටිේ විට වැසි ව ෝ","",""
"","","","විටිේ විට වැසි ව ෝ",""
"","","ගිගුරුම් සහිත වැසි,","",""
"","ත්‍රිකුණොමලය","","ගිගුරුම් සහිත වැසි","විටිේ විට වැසි"
"","","ඇතැම් සරථොන වලට මි.මි.","",""
"","","100ට වැඩි තද වැසි","",""
"","","","","සවසර කොලවේදී ව ෝ"
"නැවගනහිර","","","",""
"","අම්පොර","විටිේ විට වැසි","වැසි වොර  කිහිපයක්","රොත්‍රී  කොලවේදී වැසි ව ෝ"
"","","","","ගිගුරුම් සහිත වැසි"
"","","","","සවසර කොලවේදී ව ෝ"
"","මඩකලපුව","විටිේ විට වැසි","වැසි වොර  කිහිපයක්","රොත්‍රී  කොලවේදී වැසි ව ෝ"
"","","","","ගිගුරුම් සහිත වැසි"
"","","","","සවසර කොලවේදී ව ෝ"
"","රත්නපුර","විටිේ විට වැසි","වැසි වොර  කිහිපයක්","රොත්‍රී  කොලවේදී වැසි ව ෝ"
"","","","","ගිගුරුම් සහිත වැසි"
"සබරගමුව","","","",""
"","","විටිේ විට වැසි ව ෝ","",""
"","","","","සවසර කොලවේදී ව ෝ"
"","","ගිගුරුම් සහිත වැසි,","",""
"","කෑගේල","","විටිේ විට වැසි.","රොත්‍රී  කොලවේදී වැසි ව ෝ"
"","","ඇතැම් සරථොන වලට මි.මි.","",""
"","","","","ගිගුරුම් සහිත වැසි"
"","","100ට වැඩි තද වැසි","",""
"","","","වැසි වොර  කිහිපයක්",""
"","","වි","","සවසර කොලවේදී ව ෝ"
"","වකොළඹ","ටිේ විට වැසි","",""
"","","","","රොත්‍රී  කොලවේදී වැසි ව ෝ"
"","","","","ගිගුරුම් සහිත වැසි"
"","","","වැසි වොර  කිහිපයක්",""
"","","වි","","සවසර කොලවේදී ව ෝ"
"","කළුතර","ටිේ විට වැසි","",""
"බසරනොහිර","","","","රොත්‍රී  කොලවේදී වැසි ව ෝ"
"","","","","ගිගුරුම් සහිත වැසි"
"","","","වැසි වොර  කිහිපයක්",""
"","","වි","","සවසර කොලවේදී ව ෝ"
"","ගම්ප","ටිේ විට වැසි","",""
"","","","","රොත්‍රී  කොලවේදී වැසි ව ෝ"
"","","","","ගිගුරුම් සහිත වැසි"
"","","විටිේ විට වැසි.","වැසි වොර  කිහිපයක්",""
"","","","","සවසර කොලවේදී ව ෝ"
"","ගොේල","","","රොත්‍රී  කොලවේදී වැසි ව ෝ"
"","","","","ගිගුරුම් සහිත වැසි"
"","","විටිේ විට වැසි.","වැසි වොර  කිහිපයක්",""
"","","","","සවසර කොලවේදී ව ෝ"
"දකුණ","","","",""
"","මොතර","","","රොත්‍රී  කොලවේදී වැසි ව ෝ"
"","","","","ගිගුරුම් සහිත වැසි"
"","","විටිේ විට වැසි .","වැසි වොර  කිහිපයක්","සවසර කොලවේදී ව ෝ"
"","ම්බේවතොට","","","රොත්‍රී  කොලවේදී වැසි ව ෝ"
"","","","","ගිගුරුම් සහිත වැසි"
"","","","වැසි වොර  කිහිපයක්","සවසර කොලවේදී ව ෝ"
"","වමොණරොගල","විටිේ විට වැසි.","","රොත්‍රී  කොලවේදී වැසි ව ෝ"
"ඌව","","","","ගිගුරුම් සහිත වැසි"
"","","","වැසි වොර  කිහිපයක්","සවසර කොලවේදී ව ෝ"
"","බදුේල","විටිේ විට වැසි.","","රොත්‍රී  කොලවේදී වැසි ව ෝ"
"","","","","ගිගුරුම් සහිත වැසි"
"","","විටිේ විට වැසි ව ෝ","",""
"","","","","සවසර කොලවේදී ව ෝ"
"","","ගිගුරුම් සහිත වැසි,ඇතැම්","",""
"","කුරුණෑගල","","විටිේ විට වැසි.","රොත්‍රී  කොලවේදී වැසි ව ෝ"
"","","ස
රථොන වලට මි.මි. 100 ට","",""
"","","","","ගිගුරුම් සහිත වැසි"
"වයඹ","","වැඩි තරමක තද වැසි","",""
