"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","29","126","0","0","0","0","23","0","0","1","1","7"
"පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","53","228","1","0","1","0","47","0","0","1","1","7"
"කුරුනෑෙල","","","","","","","","","","","","",""
"14
Pannala
Drowning
FUdhfy; 
වයඹ පලොත","2022.10.21","","","1","","","","","","","","",""
"Kurunegala
tlNky;","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","0","0","1","0","0","0","0","0","0","0","0","0"
"North Western","","","","","","","","","","","","",""
"පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","0","0","1","0","0","0","0","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","1930","7678","7","9","1","8","451","11","2","3","15","60"
"","","","","ආපදො කළමනොකරණ මධ්‍යස්ත්‍රථොනය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
