"අනුරාධ්‍පුරය","34","24","95","55","ප්‍රධ්‍ාන වශහයන් වැසි රහිත"
"මඩකලපුව","31","26","95","70","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"හකාළඹ","30","25","85","70","වැසි ස්වල්පයක්"
"ගාල්ල","29","26","85","80","සිහින් වැසි වාර කිහිපයක්"
"යාපනය","31","24","95","70","වැසි වාර කිහිපයක්"
"ම නුවර","29","20","95","65","සිහින් වැසි වාර කිහිපයක්"
"නුවරඑළිය","20","14","85","70","සිහින් වැසි වාර කිහිපයක්"
"රේනපුරය","32","22","95","60","සිහින් වැසි වාර කිහිපයක්"
"ිකුණාමලය","34","24","85","50","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"මන්නාරම","30","27","85","75","සිහින් වැසි වාර කිහිපයක්"
