"","Lightning","","1","5","","","","","1","","","","",""
"","","2021.05.21","","","","","","","","","","","",""
"","","","3","11","","","","","3","","","","",""
"Warakapola","High Wind","","","","","","","","","","","","",""
"","","2021.05.25-26","22","88","","","","","21","1","","","",""
"","Cutting Faliure","2021.05.24-26","5","14","","","","","3","","","","",""
"","Tree Fallen","2021.05.23-25","25","99","","","","","20","","","","",""
"Kegalle","Lightning","2021.05.25","3","11","","","","","3","","","","",""
"","Landslide Risk","2021.05.27","3","16","","","","","","","","","",""
"","Tree Fallen","","30","94","","","","","30","","","","",""
"Galigamuwa","","2021.05.26","","","","","","","","","","","",""
"","Lightning","","1","3","","","","","1","","","","",""
"කෑගල්ල","","","","","","","","","","","","","",""
"14
Deraniyagala","Tree Fallen","2021.05.24-26","21","80","","","","","14","","","","",""
"Nffhiy Kegalle","","","","","","","","","","","","","",""
"","High Wind","","5","19","","","","","5","","","","",""
"Bulathkohupitiya","Cutting Faliure","2021.05.26","1","5","","","","","","","","","",""
"","Rock Fallen Risk","","1","4","","","","","","","","","",""
"","Tree Fallen","2021.05.22-26","8","23","","","","","6","","","","",""
"Rambukkana","Collapse of a Wall","2021.05.24","1","3","","","","","1","","","","",""
"","High Wind","2021.05.26","2","7","","","","","2","","","","",""
"","Landslide Risk","","2","11","","","","","","","","","",""
"","","2021.05.26","","","","","","","","","","","",""
"Ruwanwella","Tree Fallen","","22","75","","","","","4","","","","",""
"","Lightning","2021.05.25","1","5","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","157","573","0","0","0","0","115","1","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","1365","5561","0","2","0","1","589","1","0","0","0","0"
"","","2021.05.25-27","13","47","","","","","9","","","","",""
"Katuwana","","","","","","","","","","","","","",""
"","","2021.05.30","4","17","","","","","3","","","","",""
"හම්බන්නතාට    
Walasmulla","","2021.05.24","6","29","","","","","6","","","","",""
"15
`k;ghe;Njhl;il 
දකුනු පලාත","High wind","","","","","","","","","","","","",""
"Thissamaharama
Hambantota
njd;","","2021.05.24-27","6","22","","","","","5","","","","",""
"khfhzk;","","","","","","","","","","","","","",""
"Beliatta","","2021.05.16-28","27","90","","","","","26","","","","",""
"Southern","","","","","","","","","","","","","",""
"Okewela","","2021.05.28","8","33","","","","","6","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","64","238","0","0","0","0","55","0","0","0","0","0"
