"","Weather Forecast for Main Cities","","","","29-Nov-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","27","22","95","90","Showers or thundershowers at times"
"Batticaloa","28","24","95","85","Showers at times"
"Colombo","27","24","90","75","Showers or thundershowers at times"
"Galle","28","23","90","80","Showers or thundershowers at times"
"Jaffna","25","24","95","80","Showers or thundershowers at times"
"Kandy","24","19","95","90","Showers or thundershowers at times"
"Nuwara-Eliya","17","14","95","90","Showers or thundershowers at times"
"Ratnapura","28","22","95","90","Showers or thundershowers at times"
"Trincomalee","28","23","95","90","Showers or thundershowers at times"
"Mannar","27","23","95","75","Showers or thundershowers at times"
