"4","Ganga Ihala Korale","Cutting Faliure","2022.10.31","1","4","","","","","","1","","","","","",""
"fz;b      Kandy","","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","1","4","0","0","0","","0","1","0","","0","0","0","0"
"","","Cutting Faliure","2022.10.31-11.01","2","7","","","","","","1","","","","","",""
"","Walapane","","","","","","","","","","","","","","","",""
"","","Tree Fallen","2022.10.30","1","3","","","","","","1","","","","","",""
"මධ්‍යම පලාත","","","","","","","","","","","","","","","","",""
"නුවරඑලිය","","","","","","","","","","","","","","","","",""
"kj;jpa khfhzk;","Hanguranketha","Rock Fallen","2022.10.31","1","2","","","","","","1","","","","","",""
"5
Etnuypah","","","","","","","","","","","","","","","","",""
"Central","","Cutting Faliure","2022.10.30-31","5","21","","","","","","4","","","","","",""
"Nuwara Eliya","","","","","","","","","","","","","","","","",""
"","Nuwara Eliya","Flood","2022.10.30","4","23","","","","","","","","","","","",""
