"","දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date :20th March 2025 at 0900hrs","","","","","","","","","","","","",""
"","","","","","","","","","","නිවාස්ත්‍ හානි Nrjkile;j","","","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","","බලපෑමට ලක්වු","","","","","","","ලවනත් හානි பிற பாதிப்புகள்","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd",""
"","","","","","","","","","","tPLfs; Houses","","","",""
"","","Administrative purview","","","ghjpf;fg;gl;l    Affected","","","","","","","Other Damages","miktplk; Safe Location",""
"","","","","","","","","තුවාලවු","අතුරුදහ","Damaged","","","",""
"","","","","ආරම්භක දිනය","","","","පුද්ගලයින්","න්වූ","","","","",""
"","","","","","","මිය යෑම්","","","පුද්ගලයින්","","කුඩා හා මධය","","",""
"","","","ආපදාව","mdu;j;jk;","","","","","","","","ඉතා වැදගත් යටිතල","ආරක්ිත",""
"පළාත khfhzk;","","","","","","kuzq;f","","fhakil","fhzhky;","","පරිමාණ වයාපාරික","","","ලවනත් කරුණු"
"","#","","mdHj;jk","Muk;gpj;j jpfjp","","","","","","","","පහසුකම් වලට වූ","ස්ත්‍
රථාන  
පවුේ",""
"","","","","","","s;","","e;NjhH","NghNdhH","","ස්ත්‍","රථාන சிறிய,","","NtW Fwpg;Gf;fs; Remarks"
"Province","","ප්‍රා.ලේ. ලකා","","","","","","","","","","","",""
"","","","Disaster","Date of","පවුේ ස්ත්‍ංඛ්‍යාව 
පුද්ගලයින්","Deaths","","","","අර්ධ හානි","","நடுத்தர, 
හානි mbg;gilf;","පුද්ගලයින් 
ස්ත්‍ංඛ්‍යාව 
ස්ත්‍ංඛ්‍යාව",""
"","","දිස්ත්‍රික්කය","","","","","","","පූර්ණ හානි","","நிறுவனங்களின்","","",""
"","","gpuNjr nra.gp     DS","","","FLk;gq;fs; 
egHfs;","","","Injured","Missing","gFjpasT","","fl;likg;Gf;fs;","egHfs; 
vz;zpf;i
FLk;gq;f",""
"","","","","commenced","","","","","KOik Fully","","","","",""
"","","மாவட்டம் District","","","Families
People","","","","","Partially","சேதங்கள்; Small,","Damages to","s; 
Persons
f   No.",""
"","","Division","","","","","","People","People","","","","",""
"","","","","","","","","","","","","Medium, 
critical","Families
of Safety",""
"","","","","","","","","","","","Enterprises","Infrastructure","Locations",""
"","","","","","","","","","","","","Damages","",""
"","","රත්නපුර","","","","","","","","","","","",""
"","","Ayagama","","","1
7","","","","","1","","","",""
"","1",",uj;jpdGhp","Tree fallen","2025.03.17","","","","","","","","","",""
"","","Kiriella
Rathnapura","","","1
1","","","","","1","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","2
8","","0","0","0","0
2","","0
0","0
0","0"
"ස්ත්‍බරගමුව පලොත","","","","","","","","","","","","","",""
"","","Kegalle
කෑගල්ල","High Wind","2025.03.17","2
7","","","","","2","","","",""
"rg;ufKt","","","","","","","","","","","","","",""
"Sabaragamuwa","2","Nffhiy","","","","","","","","","","","",""
"","","Rambukkana
Kegalle","Tree fallen / High Wind 2025.03.17","","3
16","","","","","3","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","5
23","","0","0","0","0
5","","0
0","0
0","0"
"","","පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","7
31","","0","0","0","0
7","","0
0","0
0","0"
"","","අනුරොධපුර     
Kahatagasdigiliya","","2025.03.13","","","1","","","","","","",""
"උතුරු ැද පලොත","3","m.Guk;.","Elephant attack","","","","","","","","","","",""
"tlkj;jpa","","Mihinthale","","2025.03.12","","","1","","","","","","",""
"","","Anuradhapura","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","0
0","","2","0","0","0
0","","0
0","0
0","0"
"North Central","","","","","","","","","","","","","",""
"","","පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","0
0","","2","0","0","0
0","","0
0","0
0","0"
"","","Bope Poddala","Drowning","2025.03.14","","","2","","","","","","",""
"","","ගොල්ල","","","","","","","","","","","",""
"","4","          
Baddegama","","2025.03.48","3
15","","","","","3","","","",""
"","","","Lightning","","","","","","","","","","",""
"","","Galle","","","","","","","","","","","",""
"","","Nagoda","","2025.03.19","1
4","","","","","1","","","",""
"දකුනු පලොත","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","4
19","","2","0","0","0
4","","0
0","0
0","0"
"njd; khfhzk;","","","","","","","","","","","","","",""
"","","හම්බන්තොට","","","","","","","","","","","",""
"Southern","","","","","","","","","","","","","",""
"","5","Angunukolapelessa
`k;ghe;Njhl;il","High Wind","2025.03.15","1
4","","","","","1","","","",""
"","","Hambantota","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","1
4","","0","0","0","0
1","","0
0","0
0","0"
"","","පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","5
23","","2","0","0","0
5","","0
0","0
0","0"
"","","් ොනරොගල","","","","","","","","","","","",""
"","6","Siyabalanduwa
nkhdwhfiy","Elephant attack","2025.03.13","1","","1","","","","","","",""
"ඌව","","","","","","","","","","","","","",""
"Cth khfhzk;","","Moneragala","","","","","","","","","","","",""
"Uva","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","1
0","","1","0","0","0
0","","0
0","0
0","0"
"","","පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","1
0","","1","0","0","0
0","","0
0","0
0","0"
"","","පුත්තල","","","","","","","","","","","",""
"","7","Gj;jsk;      
Chilaw","Drowning","2025.03.16","","","1","","","","","","",""
"වයඹ පලොත","","","","","","","","","","","","","",""
"tlNky; khfhzk;","","Puttalam","","","","","","","","","","","",""
