"","Weather Forecast for Main Cities","","","Date :","2-Aug-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","34","25","85","50","Showers or thundershowers are likely after 2.00p.m"
"Batticaloa","34","26","80","55","Showers or thundershowers are likely after 2.00p.m"
"Colombo","29","26","85","65","Several spells of light showers"
"Galle","29","25","85","65","Several spells of light showers"
"Jaffna","34","25","90","55","A few showers"
"Kandy","29","21","95","60","Showers or thundershowers are likely after 2.00p.m"
"Nuwara-Eliya","21","13","95","60","Showers or thundershowers after 2.00p.m"
"Ratnapura","31","25","95","55","Showers or thundershowers"
"Trincomalee","36","25","90","45","Showers or thundershowers after 4.00p.m"
"Mannar","32","26","90","65","Showers or thundershowers are likely after 2.00p.m"
