"Madampe","Heavy Rain/High wind","2024.06.03","4","13","","","","","4","","","","",""
"Nattandiya","Heavy Rain/High wind","2024.06.03","17","65","","","","","17","","","","",""
"Arachchikattuwa","Heavy Rain/High wind","2024.06.03","2","5","","","","","2","","","","",""
"පුත්තලම","","","","","","","","","","","","","",""
"10
Puttalam","Heavy Rain/High wind","2024.06.03","1","4","","","","","1","","","","",""
"Gj;jsk;  Puttalam","","","","","","","","","","","","","",""
"Mundalam","Heavy Rain/High wind","2024.06.03","4","19","","","","","4","","","","",""
"Mahawewa","Heavy Rain/High wind","2024.06.03","27","115","","","","","23","4","2","","",""
"Karuwalagaswewa","Heavy Rain/High wind","2024.06.03","11","37","","","","","","","1","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","66","258","0","0","0","0","51","4","3","0","0","0"
"Mallawapitiya","High Wind","2024.05.25","8","35","","","","","8","","","","",""
"Wariyapola","Heavy rain","2024.05.25","4","12","","","","","4","","","","",""
"Kuliyapitiya West","High Wind","2024.05.25","2","5","","","","","2","","","","",""
"Kobaigane","High Wind","2024.05.28","2","6","","","","","2","","","","",""
"වයඹ පලාත","","","","","","","","","","","","","",""
"tlNky; khfhzk 
Alawwa","High Wind","2024.05.28","3","13","","","","1","3","","","","",""
"North Western","","","","","","","","","","","","","",""
"Kurunagala","High Wind","2024.05.27","3","9","","","","","3","","","","",""
"Ibbagamuwa","High Wind","2024.05.27","5","24","","","","","5","","","","",""
"කුරුණෑගල","","","","","","","","","","","","","",""
"11
FUdhfy;","High Wind","2024.05.27","2","7","","","","","2","","","","",""
"Kuliyapitiya East","","","","","","","","","","","","","",""
"Kurunegala","","","","","","","","","","","","","",""
"","Heavy rain/ High wind","2024.06.02","","","","","","","10","","","","",""
"Paduwasnuwara East","High Wind","2024.05.27","1","2","","","","","1","","","","",""
"Ridigama","High Wind","2024.05.27","6","12","","","","","6","","","","",""
"Bamunukotuwa","High Wind","2024.05.28","1","4","","","","","1","","","","",""
"Pannala","High Wind","2024.05.27","6","17","","","","","6","","","","",""
"Bingiriya","Heavy rain","2024.05.28","1","1","","","","","1","","","","",""
"Udubaddawa","High Wind","2024.05.28","4","12","","","","","3","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","48","159","0","0","0","1","57","0","0","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","114","417","0","0","0","1","108","4","3","0","0","0"
"Ududumbara","High Wind","2024.06.02","1","4","","","","","1","","","","",""
"Harispaththuwa","Tree fallen","2024.06.02","1","4","","","","","1","","","","",""
"Doluwa
නුවර             fz;b","High Wind","2024.06.01","6","24","","","","","6","","","","",""
"12","","","","","","","","","","","","","",""
"Thumpane
    Kandy","High Wind","2024.06.01","1","6","","","","","1","","","","",""
"Udunuwara","High Wind","2024.06.01","1","4","","","","","1","","","","",""
"Gangawata korale
මධ්‍යම පලාත","High Wind","2024.05.23","26","88","","","","","","","","1","26","88"
"kj;jpa khfhzk;","","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","36","130","0","0","0","0","10","0","0","1","26","88"
"Central","","","","","","","","","","","","","",""
"නුවරඑලිය","","","","","","","","","","","","","",""
"Walapane","Heavy Rain","","12","50","","2","","","12","","","1","11","45"
"13
Etnuypah","","2024.05.22","","","","","","","","","","","",""
"Hanguranketha","High Wind","","16","56","","","","","16","","","1","6","22"
"Nuwara Eliya","","","","","","","","","","","","","",""
"Ambagamuwa","High Wind","","184","653","","","","","182","","","1","19","79"
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","212","759","0","2","0","0","210","0","0","3","36","146"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","248","889","0","2","0","0","220","0","0","4","62","234"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","41610","161290","17","13","1","17","3381","197","3","123","1888","8212"
