"","","","","திகதி :","2025-05-21"
"","முன் னறிவித்தை்","","","",""
"","வவப்பநிலை (0C)","","சாரீரப்பதன்  (%)","",""
"நகரம்","","","","","வானிலை"
"","உச்ச","குலைந்த","உச்ச","குலைந்த",""
"அனுராதபுரம்","33","25","95","70","அடிக்கடி சிறிதளவில்  மழை பெய் யும்"
"","","","","","பி.ெ. 2.00 மணிக்குெ் பின் னர் மழை அல் லது இடியுடன்  கூடிய"
"மட்டக்களப்பு","34","26","95","65",""
"","","","","","மழை பெய் யும் சாத்தியம்"
"வகாழும் பு","31","25","95","80","அவ்வெ்பொது மழை அல் லது இடியுடன்  கூடிய மழை பெய் யும்"
"காலி","29","25","95","85","அவ்வெ்பொது மழை அல் லது இடியுடன்  கூடிய மழை பெய் யும்"
"யாழ் ப்பாணம்","33","27","90","70","பிரதானமாக சீரான வானிழல"
"கண் டி","29","23","90","75","அவ்வெ்பொது மழை அல் லது இடியுடன்  கூடிய மழை பெய் யும்"
"நுவவரலியா","18","15","95","85","அவ்வெ்பொது மழை அல் லது இடியுடன்  கூடிய மழை பெய் யும்"
"இரத்தினபுரி","31","25","95","80","அவ்வெ்பொது மழை அல் லது இடியுடன்  கூடிய மழை பெய் யும்"
"திருககாணமலை","33","26","90","65","பிரதானமாக சீரான வானிழல"
"மன் னார்","32","28","90","70","சிறிதளவில்  மழை பெய் யும்"
