"ඉ","දිරි දින තුන සඳහා තද වැසි පිළිබඳ අනතුරු ඇඟවීම","","",""
"පළාත","දිස්ත්‍රික්කය","","",""
"","","ෆනාවැම්බර් 29","ෆනාවැම්බර් 30","ෆදසැම්බර්  01"
"","","විටිේ විට වැසි වහෝ","",""
"","","ගිගුරුම් සහිත වැසි,","",""
"","මුලතිේ","","වැසි වොර  කිහිෙයක්","වැසි වොර  කිහිෙයක්"
"","","ඇතැම් සරථොන වලට මි.මි.","",""
"","","75ට වැඩි තරමක් තද වැසි","",""
"","","විටිේ විට වැසි වහෝ","",""
"","","ගිගුරුම් සහිත වැසි,","",""
"","යොෙනය","","විටිේ විට වැසි","වැසි වොර  කිහිෙයක්"
"","","ඇතැම් සරථොන වලට මි.මි.","",""
"","","75ට වැඩි තරමක් තද වැසි","",""
"","","විටිේ විට වැසි වහෝ","",""
"උතුර","","ගිගුරුම් සහිත වැසි,","",""
"","වවුනියො","","වැසි වොර  කිහිෙයක්","වැසි වොර  කිහිෙයක්"
"","","ඇතැම් සරථොන වලට මි.මි.","",""
"","","75ට වැඩි තරමක් තද වැසි","",""
"","","විටිේ විට වැසි වහෝ","",""
"","","ගිගුරුම් සහිත වැසි,","",""
"","මේනොරම","","විටිේ විට වැසි","වැසි වොර  කිහිෙයක්"
"","","ඇතැම් සරථොන වලට මි.මි.","",""
"","","75ට වැඩි තරමක් තද වැසි","",""
"","","විටිේ විට වැසි වහෝ","",""
"","","ගිගුරුම් සහිත වැසි,","",""
"","කිලිවනොච්චි","","විටිේ විට වැසි","වැසි වොර  කිහිෙයක්"
"","","ඇතැම් සරථොන වලට මි.මි.","",""
"","","75ට වැඩි තරමක් තද වැසි","",""
"","අනුරොධ්‍පුරය","වැසි වොර  කිහිෙයක්","වැසි වොර  කිහිෙයක්","වැසි වොර  කිහිෙයක්"
"උතුරු මැද","","","වැසි සරවල්ෙයක් ඇතිවිය","වැසි සරවල්ෙයක් ඇතිවිය"
"","වෙොවලොේනරුව","වැසි වොර  කිහිෙයක්","",""
"","","","හැක.","හැක."
