"","","Ridigama","Heavy Rain","2023.11.20-23","3","12","","","","","3","","","","",""
"","","Polgahwela","Flood","2023.11.20","3","8","","","","","1","","","","",""
"","","Narammala","Lightning/Heavy Rain","2023.11.21","2","10","","","","","2","","","","",""
"","","Pannala","Lightning","2023.11.22","1","4","","","","","1","","","","",""
"","","Bamunakotuwa","Tree Fallen","2023.11.23","1","4","","","","","1","","","","",""
"","","","Tree Fallen/Heavy","","","","","","","","","","","","",""
"","","Alauwa","","2023.11.19-24","4","13","","","","","4","","","","",""
"","කුරුනෑගල","","Rain","","","","","","","","","","","","",""
"7","FUdhfy;","Bingiriya","Heavy Rain","2023.11.23","1","2","","","","","1","","","","",""
"","Kurunegala","","","","","","","","","","","","","","",""
"","","Mawatagama","Heavy Rain","2023.11.22","1","1","","","","","1","","","","",""
"වයඹ පලොත","","Ibbagamuwa","Heavy Rain","2023.11.23","11","36","","","","","9","","","","",""
"tlNky;","","","","","","","","","","","","","","","",""
"","","Verabugedara","Heavy Rain","2023.11.21","1","2","","","","","1","","","","",""
"khfhzk;","","","","","","","","","","","","","","","",""
"North Western","","Kuliyapitiya East","High Wind","2023.11.25","1","3","","","","","1","","","","",""
"","","Mallawapitiya","Heavy Rain","2023.11.25","1","6","","","","","1","","","","",""
"","","Polpitigama","Heavy Rain","2023.11.26","2","9","","","","","2","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","32","110","0","0","0","0","28","0","0","0","0","0"
"","පුත්තල","","","","","","","","","","","","","","",""
"8","Gj;jsk;","Pallama","","2023.11.26","1","3","","","","","","","","","",""
"","Puttalam","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","1","3","0","0","0","0","0","0","0","0","0","0"
"","පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","33","113","0","0","0","0","28","0","0","0","0","0"
"","මුලතිව්","","","","","","","","","","","","","","",""
"9","Ky;iyj;jPT","Maritimepattu","High Wind/Rain","2023.11.26","1","4","","","","","1","","","","",""
"උතුරු පලොත","","","","","","","","","","","","","","","",""
"","Mulaitivu","","","","","","","","","","","","","","",""
"tl khfhzk;","","","","","","","","","","","","","","","",""
"Northen","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","1","4","0","0","0","0","1","0","0","0","0","0"
"","පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","1","4","0","0","0","0","1","0","0","0","0","0"
"","මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","223","831","1","0","1","1","116","6","0","10","194","636"
