"","ප්‍රධාන්‍  න්‍ගර සදහා කාලගුණ අන්‍ාවැකිය","","","",""
"","","උෂ්ණත්වය(ලස. අංශ්‍ක)","","සාලේක්ෂ ආර්ද්‍රතාවය(%)",""
"න්‍ගරය","","","","","කාලගුණය"
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධ්‍පුරය","29","22","95","75","විටින් විට වැසි හ ෝ ගිගුරුම්  හිත වැසි ඇති හේ"
"මඩ ලපුව","28","23","95","80","විටින් විට වැසි හ ෝ ගිගුරුම්  හිත වැසි ඇති හේ"
"හ ාළඹ","31","24","95","75","වැසි හ ෝ ගිගුරුම්  හිත වැසි ඇති හේ"
"ොේල","28","24","95","85","විටින් විට වැසි හ ෝ ගිගුරුම්  හිත වැසි ඇති හේ"
"යාපනය","30","24","90","75","වැසි වාර කිහිපයක්"
"ම නුවර","27","19","95","80","ව  2.00න් පසුව වැසි හ ෝ ගිගුරුම්  හිත වැසි ඇති හේ"
"නුවරඑළිය","18","10","95","85","විටින් විට වැසි හ ෝ ගිගුරුම්  හිත වැසි ඇති හේ"
"රත්නපුරය","30","22","95","85","විටින් විට වැසි හ ෝ ගිගුරුම්  හිත වැසි ඇති හේ"
"ිකුණාමලය","27","24","90","75","වැසි හ ෝ ගිගුරුම්  හිත වැසි ඇති හේ"
