"","","2022.10.18 / 19","4","20","","","","","4","","","","",""
"","Heavy Rain & Cutting","","","","","","","","","","","","",""
"","","2022.10.18","1","4","","","","","1","","","","",""
"","Failure","","","","","","","","","","","","",""
"Pujapitiya","","","","","","","","","","","","","",""
"","","2022.10.21","1","4","","","","","1","","","","",""
"","Heavy Rain & Wind","2022.10.19","1","4","","","","","1","","","","",""
"","","2022.10.20","1","4","","","","","1","","","","",""
"Udunuwara","","","","","","","","","","","","","",""
"","","","1","4","","","","","1","","","","",""
"","Heavy Rain & Wind","2022.10.17","","","","","","","","","","","",""
"","","","1","3","","","","","1","","","","",""
"Hatharaliyadda","","","","","","","","","","","","","",""
"","","","1","3","","","","","1","","","","",""
"","","2022.10.20","","","","","","","","","","","",""
"Kundasale","Hravy Rain","","1","3","","","","","1","","","","",""
"නුවර","","","","","","","","","","","","","",""
"12","","2022.10.23","3","13","","","","","3","","","","",""
"fz;b      Kandy","","","","","","","","","","","","","",""
"Udapalatha","Tree Fallen","","","","","","","","","","","","",""
"","","","","","1","","","","","","","","",""
"","","2022.10.19","","","","","","","","","","","",""
"","Drowning","","","","","","1","","","","","","",""
"Gangawatakorale","","2022.10.21","1","7","","","","","1","","","","",""
"","Heavy Rain & Wind","2022.10.22","2","10","","","","","2","","","","",""
"Dumpane","","2022.10.22","1","4","","","","","1","","","","",""
"Yatinuwara","Tree Fallen","2022.10.24","2","8","","","","","2","","","","",""
"Deltota","Tree Fallen","2022.10.20","1","5","","","","","1","","","","",""
"","","2022.10.21","1","5","","","","","1","","","","",""
"Doluwa","Heavy Rain & Wind","","","","","","","","","","","","",""
"","","2022.10.21","1","1","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","24","102","1","0","1","0","24","0","0","0","0","0"
"","","2022.10.19","1","4","","","","","1","","","","",""
"","Cutting failure","","","","","","","","","","","","",""
"","","","4","18","","","","","4","","","","",""
"Nuwaraeliya","Landslide","","5","26","","","","","5","","","","",""
"","","2022.10.21","","","","","","","","","","","",""
"","Cutting Failure","","7","32","","","","","3","","","1","1","7"
"","Tree Fallen","","1","6","","","","","1","","","","",""
"","Fire","","1","5","","","","","1","","","","",""
"නුවරඑලිය","","2022.10.19","","","","","","","","","","","",""
"13
Etnuypah Nuwara","","","1","2","","","","","1","","","","",""
"Kothmale
Eliya","Heavy Rain","","","","","","","","","","","","",""
"","","","1","5","","","","","1","","","","",""
"","","2022.10.21","","","","","","","","","","","",""
"","Landslide","","1","2","","","","","1","","","","",""
"","","2022.10.19","2","5","","","","","2","","","","",""
"","Cutting Failure","","","","","","","","","","","","",""
"Ambgamuwa","","2022.10.24","1","6","","","","","","","","","",""
"","Landslide","2022.10.21","3","8","","","","","2","","","","",""
"Walapane","Cutting Failure","2022.10.24","1","7","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","29","126","0","0","0","0","23","0","0","1","1","7"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","53","228","1","0","1","0","47","0","0","1","1","7"
"කුරු ෑෙල","","","","","","","","","","","","","",""
"14
Pannala
FUdhfy; 
වයඹ පලාත","Drowning","2022.10.21","","","1","","","","","","","","",""
"Kurunegala","","","","","","","","","","","","","",""
"tlNky;","","","","","","","","","","","","","",""
"khfhzk;  North","","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","0","0","1","0","0","0","0","0","0","0","0","0"
"Western","","","","","","","","","","","","","",""
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","0","0","1","0","0","0","0","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","1927","7669","7","9","1","8","443","11","2","5","32","123"
"","","","","","ආපදා කළම ාකරණ මධ්‍යස්ත්‍රථා ය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
