"","","","2022.10.14","3","12","","","","","3","","","","",""
"","","High Wind","","","","","","","","","","","","",""
"","","","2022.10.17","1","4","","","","","1","","","","",""
"","Rathnapura","","","","","","","","","","","","","",""
"","","Flood","2022.10.14","3","5","","","","","","","","","",""
"","","Cutting Failure","2022.10.14","2","12","","","","","2","","","","",""
"","Kolonna","High Wind","2022.10.14","1","4","","","","","1","","","","",""
"","","High Wind","","1","4","","","","","1","","","","",""
"","","","2022.10.15","","","","","","","","","","","",""
"","","","","1","3","","","","","1","","","","",""
"","Godakawela","Heavy Rain","","","","","","","","","","","","",""
"","","","2022.10.17/18","2","11","","","","","2","","","","",""
"","","Cutting Failure","2022.10.16","1","3","","","","","1","","","","",""
"","","Heavy Rain & Wind","2022.10.14","1","6","","","","","1","","","","",""
"","","Heavy Rain & Wind","2022.10.15","5","16","","","","","5","","","","",""
"රත් පුර","Nivithigala","","","","","","","","","","","","","",""
",uj;jpdGhp","","Heavy Rain & Wind","2022.10.16","1","3","","","","","1","","","","",""
"Rathnapura","","","","","","","","","","","","","","",""
"","","Tree Fallen","2022.10.17","","","","","","","","1","","","",""
"10","","","","","","","","","","","","","","",""
"","","High Wind","2022.10.14","1","5","","1","","","1","","","","",""
"","Kahawaththa","High Wind","2022.10.15","1","3","","","","","1","","","","",""
"","","Heavy Rain","2022.10.17","2","10","","","","","2","","","","",""
"","Eheliyagoda","Landslide Risk","2022.10.14","264","1000","","","","","4","","","","",""
"","","Flood","2022.10.15","17","56","","","","","","","","","",""
"","Elapatha","","2022.10.15","1","3","","","","","1","","","","",""
"","","Heavy Rain & Wind","","","","","","","","","","","","",""
"","","","2022.10.17","1","3","","","","","1","","","","",""
"","Kuruwita","Heavy Rain & Flood","2022.10.15","59","239","","","","","8","","","","",""
"","Kalawana","Landslide Risk","2022.10.14","141","529","","","","","2","","","","",""
"","","High Wind","2022.10.15","1","4","","","","","1","","","","",""
"","Pelmadulla","Heavy Rain","2022.10.13","1","4","","","","","1","","","","",""
"","","Cutting Failure","2022.10.13","1","5","","","","","1","","","","",""
"","Weligepola","Tree Fallen","2022.10.16","","","","","","","","1","","","",""
"ස්ත්‍බරෙමුව    පලාත","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","512","1944","0","1","0","0","42","2","0","0","0","0"
"rg;ufKt","","","","","","","","","","","","","","",""
"","","","2022.10.14","16","62","2","1","","1","","","","","",""
"Sabaragamuwa","","Cutting Failure","","","","","","","","","","","","",""
"","","","2022.10.18","1","4","","","","","4","","","","",""
"","Warakapola","Flood","2022.10.14","2","7","","","","","","","","","",""
"","","","2022.10.14","1","5","","","","","1","","","","",""
"","","Tree Fallen","","","","","","","","","","","","",""
"","","","2022.10.18","1","5","","","","","1","","","","",""
"","","Rock Fallen","2022.10.23","4","17","","","","","2","","","","",""
"","","High Wind","2022.10.13","1","4","","","","","1","","","","",""
"","","Cutting Failure","2022.10.13","1","4","","","","","1","","","","",""
"","Yatiyanthota","","","","","","","","","","","","","",""
"","","Lightning","2022.10.23","2","5","","","","","2","","","","",""
"","","High Wind","2022.10.16","1","5","","","","","1","","","","",""
"","","Cutting Failure","2022.10.23","1","4","","","","","1","","","","",""
"","Deraniyagala","","","","","","","","","","","","","",""
"","","Cutting Failure","2022.10.14","4","14","","","","1","3","","","","",""
"කෑෙල්ල","","","","","","","","","","","","","","",""
"11
Nffhiy","","Tree Fallen","2022.10.15","1","4","","","","","1","","","","",""
"Kegalle","","","","","","","","","","","","","","",""
"","Dehiovita","Flood","2022.10.15","52","182","","","","","50","","","","",""
"","","High Wind","2022.10.18","1","1","","","","","1","","","","",""
"","","Tree Fallen","2022.10.24","2","9","","","","","2","","","","",""
"","Rambukkana","","","","","","","","","","","","","",""
"","","Heavy Rain","2022.10.15","1","2","","","","1","","","","","",""
"","","Heavy Rain","2022.10.15","1","3","","","","","1","","","","",""
"","Kegalle","Wall Collapse","2022.10.24","1","6","","","","","1","","","","",""
"","","Tree Fallen","2022.10.25","1","5","","","","","1","","","","",""
"","","Wall Collapse","2022.10.23","3","13","","","","","3","","","","",""
"","Ruwanwella","","","","","","","","","","","","","",""
"","","Cutting Failure","2022.10.15","4","15","","","","","","","","","",""
"","Galigamuwa","Tree Fallen","2022.10.18","4","15","","","","","4","","","","",""
"","Bulathkopitiya","Cutting Failure","2022.10.23","1","4","","","","","2","","","","",""
"","Mawanella","Cutting Failure","2022.10.17","2","13","","","","","2","","","","",""
