"","Weather Forecast for Main Cities","","","","24-Nov-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","30","24","95","80","Showers or thundershowers at times"
"Batticaloa","29","25","95","80","Showers or thundershowers at times"
"Colombo","30","24","95","65","Showers or thundershowers after 2.00p.m"
"Galle","29","24","95","75","Showers or thundershowers after 2.00p.m"
"Jaffna","29","24","95","75","Showers or thundershowers at times"
"Kandy","26","21","95","75","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","19","13","95","80","Showers or thundershowers after 2.00p.m"
"Ratnapura","31","23","95","75","Showers or thundershowers after 2.00p.m"
"Trincomalee","29","24","95","80","Showers or thundershowers at times"
"Mannar","29","23","95","80","Showers or thundershowers at times"
