"","Weather Forecast for Main Cities","","","Date :","18-Jul-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","33","25","85","55","Mainly fair"
"Batticaloa","35","26","80","45","Showers or thundershowers are likely after 2.00p.m"
"Colombo","31","27","85","70","Several spells of light showers"
"Galle","29","26","90","80","Several spells of showers"
"Jaffna","34","26","90","65","Mainly fair"
"Kandy","28","23","90","65","Several spells of showers"
"Nuwara-Eliya","19","14","95","90","Several spells of showers"
"Ratnapura","33","24","95","70","Showers at times"
"Trincomalee","36","26","80","50","Showers or thundershowers are likely after 2.00p.m"
"Mannar","32","27","95","75","Several spells of light showers"
