"Rain","","","","","","","","","","","",""
"Rathnapura","","","","","","","","","","","",""
"Opanayake","1","5","","","","","1","","","","",""
"Eheliyagoda","8","29","","","","","8","","","","",""
"Kiriella","61","245","","","","","61","","","","",""
"Kuruvita","34","156","","","","","34","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","140","582","0","1","0","0","140","0","0","0","0","0"
"පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","140","582","0","1","0","0","140","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","141","587","0","1","0","0","141","0","0","0","0","0"
"","","","ආපදා කළමනාකරණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
