"Point Pedro","2023.11.14-15","58","204","","","","","2","","","1","9","36 Polikandy East"
"","","","","","","","","","","","","","Common Hall"
"Chankanai","2023.11.14-15","279","950","","","","","","","1","","",""
"Kopay","2023.11.15","234","766","","","","","","","","","",""
"Uduvil
යාපනය","2023.11.15","2","9","","","","","2","","","","",""
"7
Flood
aho;g;ghzk;  
Chavakachcheri","2023.11.15","23","90","","","","","16","","1","","",""
"Jaffna","","","","","","","","","","","","",""
"Tellippalai","2023.11.15","12","43","","","","","","","","","",""
"උතුරු පලාත        
Jaffna","2023.11.15","8","27","","","","","","","","","",""
"tl khfhzk;","","","","","","","","","","","","",""
"Sandilippay","2023.11.15","54","191","","","","","","","","","",""
"Northen","","","","","","","","","","","","",""
"Karaveddy","2023.11.15","180","630","","","","","","","","","",""
"දිසරික් එ තුව/khtl;l $l;Lj;njhif/District Total","","850","2910","0","0","0","0","20","0","2","1","9","36"
"කිලිකනාච්චිය","","","","","","","","","","","","",""
"8
Karachchi
Flood
fpspnehr;rp","2023.11.14","16","55","","","","","5","","","","",""
"Killinochchi","","","","","","","","","","","","",""
"දිසරික් එ තුව/khtl;l $l;Lj;njhif/District Total","","16","55","0","0","0","0","5","0","0","0","0","0"
"පළාත් ඵ තුව/ khfhz $l;Lj;njhif/Province Total","","866","2965","0","0","0","0","25","0","2","1","9","36"
"Nattandiya","2023.11.08-12","48","201","","","","","","","","","",""
"Arachikattuwa","2023.11.05-06","59","195","","","","","","","","","",""
"Mundalama","2023.11.03-12","918","3190","","","","","","","4","","",""
"Wanatavilluwa","2023.11.08","2","10","","","","","","","","","",""
"පුත්තලම","","","","","","","","","","","","",""
"Gj;jsk;     
9
Flood
Mahawewa","2023.11.06-10","40","138","","","","","","1","","","",""
"Puttalam","","","","","","","","","","","","",""
"Dankotuwa","2023.11.12","27","69","","","","","","","","","",""
"Kalpitiya","2023.11.06","29","121","","","","","","","","","",""
"Wennappuwa","2023.11.07-13","87","324","","","","","","","","","",""
"Mahakumbukkadawala","2023.11.15","18","53","","","","","","","","","",""
"දිසරික් එ තුව/khtl;l $l;Lj;njhif/District Total","","1228","4301","0","0","0","0","0","1","4","0","0","0"
"Pannala
Heavy Rain","2023.11.12","1","6","","","","","1","","","","",""
"වයඹ පලාත  
Narammala
Tree Fallen","2023.11.12","1","2","","","","","1","","","","",""
"tlNky;","","","","","","","","","","","","",""
"Kobeigane
Tree Fallen","2023.11.12","1","4","","","","","1","","","","",""
"khfhzk;","","","","","","","","","","","","",""
"Kurunegala
North Western","Flood/Rock Fallen
2023.11.09-14","89","378","","","","","89","3","","","",""
"Panduwasnuwara -East
High Wind","2023.11.11","1","3","","","","","1","","","","",""
"Bamunakotuwa
Fire","2023.11.12","1","6","","","","","1","","","","",""
"කුරුනෑගල","","","","","","","","","","","","",""
"10
FUdhfy; 
Udubaddawa
Heavy Rain","2023.11.12","2","6","","","","","2","","","","",""
"Kurunegala","","","","","","","","","","","","",""
"Polgahawela
Tree Fallen","2023.11.12","3","9","","","","","3","","","","",""
"Wariyapola
Heavy Rain","2023.11.13","1","3","","","","","1","","","","",""
"Nikaweratiya
Heavy Rain","2023.11.11","1","2","","","","","1","","","","",""
"Maspotha
Heavy Rain","2023.11.11","1","5","","","","","1","","","","",""
"Rideegama
Heavy Rain","2023.11.13","1","4","","","","","1","","","","",""
"Polpithigama
Heavy Rain","2023.11.13","1","4","","","","","1","","","","",""
"දිසරික් එ තුව/khtl;l $l;Lj;njhif/District Total","","104","432","0","0","0","0","104","3","0","0","0","0"
