"","Weather Forecast for Main Cities","","","","6-Nov-2023"
"","","Temperature (0C)","Relative Humidity (%)","",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","32","24","95","75","Showers or thundershowers after 2.00p.m"
"Batticaloa","32","25","95","75","Showers or thundershowers after 2.00p.m"
"Colombo","31","24","95","70","Showers or thundershowers after 2.00p.m"
"Galle","28","25","95","80","Showers or thundershowers after 2.00p.m"
"Jaffna","31","23","95","80","Showers or thundershowers"
"Kandy","29","22","95","70","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","20","14","95","80","Showers or thundershowers after 2.00p.m"
"Ratnapura","31","22","95","65","Showers or thundershowers after 2.00p.m"
"Trincomalee","31","25","95","75","Showers or thundershowers"
"Mannar","31","24","95","75","Showers or thundershowers"
