"","Weather Forecast for Main Cities","","","","1-Nov-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","33","25","95","60","Showers or thundershowers after 2.00p.m"
"Batticaloa","30","26","95","75","Showers or thundershowers"
"Colombo","30","25","90","70","Showers or thundershowers after 2.00p.m"
"Galle","29","26","90","75","Showers or thundershowers after 2.00p.m"
"Jaffna","33","24","95","70","Showers or thundershowers after 2.00p.m"
"Kandy","31","23","95","65","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","23","12","90","65","Showers or thundershowers after 2.00p.m"
"Ratnapura","33","24","95","70","Showers or thundershowers after 2.00p.m"
"Trincomalee","33","24","95","75","Showers or thundershowers"
"Mannar","32","27","90","75","Showers or thundershowers are likely after 4.00p.m"
