"","Weather Forecast for Main Cities","","","Date :","15-Oct-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","34","24","95","60","Showers or thundershowers after 2.00p.m"
"Batticaloa","32","25","90","70","Showers or thundershowers after 2.00p.m"
"Colombo","30","24","95","70","Several spells of showers"
"Galle","29","24","95","80","Showers or thundershowers at times"
"Jaffna","31","24","95","85","Showers or thundershowers after 2.00p.m"
"Kandy","31","21","95","65","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","21","13","95","85","Showers or thundershowers after 2.00p.m"
"Ratnapura","35","23","95","60","Showers or thundershowers after 2.00p.m"
"Trincomalee","32","24","95","70","Showers or thundershowers are likely after 2.00p.m"
"Mannar","32","25","90","70","Showers or thundershowers after 2.00p.m"
