"","Galgamuwa","","516","1849","","","","","","","","","",""
"","Drought","2018","","","","","","","","","","","",""
"","Ambanpola","","1687","5243","","","","","","","","","",""
"","Maaspotha","2018.06.09/11","126","380","","","","5","121","","","","",""
"","Udubaddawa","2018.06.10","103","377","","1","","","103","23","1","","",""
"","Wariyapola","2018.06.11","105","372","","","","4","101","","","","",""
"","Ganewattha","2018.06.11","6","18","","","","","6","","","","",""
"කුරුණෑගල","","","","","","","","","","","","","",""
"","Alauwa","2018.06.11","14","47","","","","1","13","","","","",""
"12
FUdhfy;","","","","","","","","","","","","","",""
"","Kobaigane","දැඩි සුලග/fLk;","3","15","","","","","3","","","","",""
"Kurunegala","","","","","","","","","","","","","",""
"","Rasnayakapura","fhw;W/High Wind","2","9","","","","","2","","","","",""
"","","2018.06.10","","","","","","","","","","","",""
"","Nikaweratiya","","1","4","","","","","1","","","","",""
"","Paduwasnuwara west","","4","12","","","","","3","2","","","",""
"වයඹ","Ibbagamuwa","2018.06.09","4","15","","","","","4","","","","",""
"පලාත/tlNk","","","","","","","","","","","","","",""
"","Wirambugedara","2018.06.05","1","1","","","","","1","","","","",""
"y;","","","","","","","","","","","","","",""
"","Kurunagala","2018.06.09","4","16","","","","","4","","","","",""
"khfhzk;/","","","","","","","","","","","","","",""
"North","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","2576","8358","0","1","0","10","362","25","1","0","0","0"
"Western/","","","","","","","","","","","","","",""
"","Mahawewa","","3","13","","","","","3","","","","",""
"","Arachchikattuwa","","9","26","","","","","9","","","","",""
"","Pallama","","7","31","","","","","3","4","","","",""
"","Karuwalagaswewa","2018.06.09","1","6","","","","","1","","","","",""
"පුත්තලම/","","දැඩි සුලග/fLk;","","","","","","","","","","","",""
"13","","","","","","","","","","","","","",""
"","Gj;jsk;/Puttalam
Puttalam","fhw;W/High Wind","3","10","","","","","3","","","","",""
"","MahaKumbukkadawala","","9","25","","","","","9","","","","",""
"","","","20","64","","","","","18","","","","",""
"","Anamaduwa","","","","","","","","","","","","",""
"","","2018.06.11","","","","","","","","1","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","52","175","0","0","0","0","46","5","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","2628","8533","0","1","0","10","408","30","1","0","0","0"
"උතුරුමැද","නපොනලොන් රුව","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","207 - Manampitiya GN"
"14
පලාත/tlkj;","Dimbulagala
nghyd;dWit 
Drought","2018.06.01","30","120","","","","","","","","","",""
"","","","","","","","","","","","","","","Divition"
"jpa 
Polonnaruwa","","","","","","","","","","","","","",""
"khfhzk;/","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","30","120","0","0","0","0","0","0","0","0","0","0"
"North","","","","","","","","","","","","","",""
"Central/","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","30","120","0","0","0","0","0","0","0","0","0","0"
"","Bope Poddala","","5","16","","","","","5","","","","",""
"","Karandeniya","","5","13","","","","","5","","","","",""
"","Elpitiya","","4","22","","","","","4","","","","",""
"","Thawalama","","1","4","","","","","1","","","","",""
"","Balapitiya","","2","5","","","","","2","","","","",""
"","","දැඩි සුලග සහ දැඩි","","","","","","","","","","","",""
"","Ambalangoda","","4","15","","","","","4","","","","",""
"","වර්ෂාව/fLk;","","","","","","","","","","","","",""
"","Niyagama
kioAk; 
ගාල්ල","","3","11","","","","","3","1","","","",""
"15","","2018.06.07","","","","","","","","","","","",""
"","fhyp      Galle
Kadawath sathara","fhw;Wk;/Heavy","22","76","","","","","22","2","","","",""
"","","Rain and High","","","","","","","","","","","",""
"","Gonupinuwala","","6","21","","","","","5","","","","",""
"","Wind","","","","","","","","","","","","",""
"දකුනු","Hikkaduwa","","48","52","","2","","","48","","","","",""
"පලාත/njd;","","","","","","","","","","","","","",""
"","Nagoda","","25","96","","","","","25","1","","","",""
"khfhzk;/","","","","","","","","","","","","","",""
"Southern","Baddegama","","7","24","","","","","7","","","","",""
"","Imaduwa","","11","38","","","","","11","","","","",""
"","Akmimana","","7","40","","","","","7","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","150","433","0","2","0","0","149","4","0","0","0","0"
"","Okawela","2018.06.09","1","5","","","","","1","","","","",""
"","හම්බන්නතොට/`k;gh","","","","","","","","","","","","",""
"16
e
Njhl;il","High Wind","2018.06.11","5","16","","","","","4","","","","",""
"","Beliaththa","","","","","","","","","","","","",""
"/Hambantota","","","","","","","","","","","","","",""
"","","2018.06.12","1","5","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","7","26","0","0","0","0","6","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","157","459","0","2","0","0","155","4","0","0","0","0"
