"Gangawata Korale","High Wind","2021.05.24","1","1","","","","","","","","","","",""
"Poojapitiya","High Wind","2021.05.24","1","4","","","","","1","","","","","",""
"මධ්‍යම පලාත","","","","","","","","","","","","","","",""
"kj;jpa","","2021.05.24-","","","","","","","","","","","","",""
"Yatinuwara","High Wind","","4","16","","","","","4","","","","","",""
"khfhzk;","","25","","","","","","","","","","","","",""
"Central
Deltota","High Wind","2021.05.25","4","15","","","","","4","","","","","",""
"Udunuwara","High Wind","2021.05.25","2","10","","","","","2","","","","","",""
"මහනුවර","","","","","","","","","","","","","","",""
"7
fz;b","","","","","","","","","","","","","","",""
"Harispattuwa","High Wind","2021.05.25","1","4","","","","","1","","","","","",""
"Kandy","","","","","","","","","","","","","","",""
"Gangawata Korale","High Wind","2021.05.25","1","7","","","","","1","","","","","",""
"Minipe","High Wind","2021.05.25","1","5","","","","","1","","","","","",""
"Pathahewaheta","High Wind","2021.05.25","7","28","","","","","7","","","","","",""
"Pasbage Korale","High Wind","2021.05.25","8","25","","","","","6","","","","","",""
"Udapalatha","High Wind","2021.05.25","2","9","","","","","3","1","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","32","124","0","0","0","0","30","1","0","0","0","0",""
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","97","400","0","0","0","0","42","1","0","6","45","182",""
"","High Wind","2021.05.24","2","8","","","","","2","","","","","",""
"","Cutting Faliure","2021.05.25","2","8","","","","","1","","","","","",""
"Rathnapura","","","","","","","","","","","","","","",""
"","Rock Fallen","2021.05.25","1","4","","","","","1","","","","","",""
"","Flood","2021.05.24","255","1078","","","","","1","","","1","4","","16 Batugedara Shailathalarama"
"","","","","","","","","","","","","","","","temple"
"රත්නපුර","","","","","","","","","","","","","","",""
"Elapatha
8","Landslide Risk","2021.05.23","4","8","","","","","","","","1","4","","8 Elapatha School"
",uj;jpdGhp 
ස්ත්‍බරගමුව පලාත","","","","","","","","","","","","","","",""
"Rathnapura
 rg;ufKt","","","","","","","","","","","","","","",""
"","High Wind","2021.05.25","7","28","","1","","","6","","","","","",""
"Sabaragamuw","","","","","","","","","","","","","","",""
"a","Flood","2021.05.25","17","56","","","","","","","","","","",""
"Kuruwita","Landslide Risk","2021.05.25","7","43","","","","","","","","","","","Relative Houses"
"Nivithigala","Tree Fallen","2021.05.25","1","4","","","","","1","","","","","",""
"Eheliyagoda","Tree Fallen","2021.05.24","4","15","","","","","4","","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","300","1252","0","1","0","0","16","0","0","2","8","24",""
