"","","","","Date :","20-Apr-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","36","26","90","55","Mainly fair"
"Batticaloa","32","26","90","75","Showers or thundershowers are likely after 2.00p.m"
"Colombo","32","26","90","70","Several spells of light showers"
"Galle","31","27","90","80","Several spells of light showers"
"Jaffna","34","28","90","60","Mainly fair"
"Kandy","32","22","95","60","Showers or thundershowers are likely after 2.00p.m"
"Nuwara-Eliya","22","14","95","75","Showers or thundershowers are likely after 2.00p.m"
"Ratnapura","34","24","95","65","Showers or thundershowers are likely after 2.00p.m"
"Trincomalee","35","25","90","60","Showers or thundershowers are likely after 2.00p.m"
"Mannar","34","28","85","70","Mainly fair"
