"කිලිවනාච්චිය","","","","","","","","","","","","","",""
"Karachchi","Heavy Rain & High","","5","14","","","","","7","","7","","",""
"4
fpspnehr;rp","","2023.04.02","","","","","","","","","","","",""
"උතුරු පලාත","Wind","","","","","","","","","","","","",""
"Kamdawali
Killinochchi","","","87","288","","","","1","78","","7","","",""
"tl khfhzk;","","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total
Northen","","","92","302","0","0","0","1","85","0","14","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","92","302","0","0","0","1","85","0","14","0","0","0"
"පුත්තලම","","","","","","","","","","","","","",""
"5
Saliyawewa","High Wind","2023.04.01","7","22","","","","","10","","","","",""
"වයඹ පලාත  
Gj;jsk;  Puttalam","","","","","","","","","","","","","",""
"tlNky; khfhzk;","","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total
    North Western","","","7","22","0","0","0","0","10","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","7","22","0","0","0","0","10","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","303","1083","0","7","0","5","263","4","14","1","71","242"
"","","","","","ආපදා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
