"TABLE 02: Reservoir Status (Dept. of Irrigation)","","","",""
"","","","Total  No of Spill",""
"Name of Tank","District","","","Status"
"","","","Gates",""
"Iranamadu tank","Kilinochchi","14","","14 spill gates (all) opened"
"Akkarayan tank","Kilinochchi","-","","Spilling"
"Kala Wewa","Anuradhapura","02","","02 Spill gates opened"
"Udawalawa","Hambanthota","05","","01 Spill gates opened"
"Ulhitiya tank","Badulla","07","","07 Spill gates opened"
"Nachchaduwa","Anuradhapura","06","","06 Spill gates opened"
"Rajanganaya tank","Anuradhapura","30","","06 spill gates opened"
"Giant tank","Mannar","-","","Spilling"
"Mahakanadarawa Tank","Anuradhapura","02","","02 Spill gates"
"Inginimitiya Tank","Puttalam","06","","04 Spill gate opened"
"Lunugamwehera","Hambantota","06","","02 Spill gates opened"
"Angamuwa tank","Anuradhapura","02","","02 Spill gates opened"
"YanOya Tank","Anuradhapura","-","","Spilling"
"Daduru Oya tank","Kurunegala","08","","02 Spill gates opened"
"Nawakiri tank","Batticaloa","-","","Spilling"
"Unnichchi tank","Batticaloa","-","","Spilling"
"Rambakanoya tank","Ampara","-","","Spilling"
