"TABLE 01: Local impact of heavy rains","",""
"District","Area","Remarks"
"Batticaloa","Kiran causeway","Road  is  inundated  and  boat  services  is  on-"
"","","going"
"Puttalam","Eluwankulam  causeway  is","Excess water from Rajanganaya tank"
"","inundated",""
"Polonnaruwa","Somawathiya  cultural  are-","Due to spilling of Mahaweli river"
"","as is fully inundated",""
