"","","","Mantha west","","171","653","","","","","1","","","","",""
"උතුරු පලොත","","න් ොර","","","","","","","","","","","","","",""
"","","","Nannatan","","1
2023.12.14-","4","","","","","1","","","","",""
"tl khfhzk;","5","kd;dhH","","Flood","","","","","","","","","","","",""
"","","","","","2023.12.20","","","","","","","","","","",""
"Northen ;","","Mannar","Mannar Town","","404","1495","","","","","1","","","","",""
"","","","Madu","","52","119","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","628","2271","0","0","0","0","3","0","0","0","0","0"
"","","","Kopay","","241","760","","","","","1","","","","",""
"","","","Uduvil","","1","6","","","","","1","","","","",""
"","","","Chavakachcheri","","63","215","","","","","17","","","","",""
"","","","Sandipillay","","79","259","","","","","4","","","","",""
"","","","Pointpedro","","212","712","","","","","6","","","","",""
"","","යොප ය","","","2023.12.17-","","","","","","","","","","",""
"","6","","Chankanai","Flood","654","2264","","","","","5","","","","",""
"","","aho;g;ghzk; Jaffna","","","2023.12.20","","","","","","","","","","",""
"","","","Tellippalai","","117","439","","","","","2","","","","",""
"","","","Karaveddy","","42","144","","","","","2","1","","1","28","91 Annai Pre School"
"","","","Karainagar","","79","260","","","","","","","","","",""
"","","","Jaffna","","14","57","","","","","","","","","",""
"","","","Velanai","","12","44","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","1514","5160","0","0","0","0","38","1","0","1","28","91"
"","","පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","7357","23432","0","0","0","0","99","1","0","8","341","1027"
"","","ත්‍රීකුණො ලය","Kinniya","","2023.12.19
101","214","","","","","","","","","",""
"","7","jp.kiy","Thampalagamuwa","Heavy Rain","2023.12.19
2","4","","","","","2","","","","",""
"ැනග හිර පලොත","","Trincomalee","Padavisripura","","2023.12.19
3","7","","","","","2","1","","","",""
"fpof;F       Eastern","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","106","225","0","0","0","0","4","1","0","0","0","0"
"","","පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","106","225","0","0","0","0","4","1","0","0","0","0"
"","","කෑගල්ල","","","","","","","","","","","","","",""
"","8","","Ruwanwella","Lightning","2023.12.19
1","4","","","","","1","","","","",""
"","","Nffhiy  Kegalle","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","1","4","0","0","0","0","1","0","0","0","0","0"
"","","","Godakawela","Highwind","2023.12.19
1","5","","","","","1","","","","",""
"ස්ත්‍බරගමුව පලොත","","","","","","","","","","","","","","","",""
"rg;ufKt","","රත් පුර","","","","","","","","","","","","","",""
"","","","Balangoda","Cutting Failture","2023.12.19
1","4","","","","","1","","","","",""
"Sabaragamuwa","9",",uj;jpdGhp","","","","","","","","","","","","","",""
"","","Rathnapura","Kiriella","Heavy Rain","2023.12.19
1","4","","","","","1","","","","",""
"","","","Weligapola","Heavy Rain","2023.12.20
1","3","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","4","16","0","0","0","0","4","0","0","0","0","0"
