"Ukuwela","2020.12.02
5","16","","","","","5","","","","",""
"Naula","2020.12.03
2","7","","","","","2","","","","",""
"Abangangakorale","2020.12.03
3","18","","","","","3","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","33","117","0","0","0","0","33","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","59","225","0","0","0","0","50","0","0","0","0","0"
"Puttalama","32","132","","","","","5","","","","",""
"Madampe","1","7","","","","","1","","","","",""
"Wanathawilluwa","1","2","","","","","1","","","","",""
"පුත්තලම","","","","","","","","","","","",""
"12
High Wind
Gj;jsk;  
Kalpitiya","2020.12.03
176","548","","","","","9","","","","",""
"වයඹ පලාත","","","","","","","","","","","",""
"Puttalam","","","","","","","","","","","",""
"tlNky;khfhzk 
Karuwalagaswewa","2","5","","","","","2","","","","",""
"North Western","","","","","","","","","","","",""
"Pallama","1","4","","","","","1","","","","",""
"Mahawewa","","5","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","213","703","0","0","0","0","19","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","213","703","0","0","0","0","19","0","0","0","0","0"
"Thambuththegama","1","4","","","","","1","","","","",""
